"46603","7601 Daffan Lane in, Austin, TX, ","Match","Exact","7601 DAFFAN LN, AUSTIN, TX, 78724","-97.62346527199998,30.316763798000068","64123381","R","48","453","002202","3032"
"138959","1611 Quail Run in, Pflugerville, TX, ","Match","Non_Exact","1611 QUAIL RUN RD, PFLUGERVILLE, TX, 78660","-97.61056631799994,30.42478398600008","63933864","L","48","453","001842","2027"
"138957","7014 Elroy Rd in Del, Valle, TX, ","No_Match"
"99132","8437 Twiggy Ln in, Austin, TX, ","Match","Exact","8437 TWIGGY LN, AUSTIN, TX, 78747","-97.74816628199994,30.15701665100005","624864385","L","48","453","002426","1022"
"23963","12600 Campana Dr in, Austin, TX, ","No_Match"
"60911","12315 Rayden St. in, Travis, TX, ","No_Match"
"55564","7715 Hidden View Cir in, Austin, TX, ","Match","Exact","7715 HIDDEN VIEW CIR, AUSTIN, TX, 78724","-97.64072845599998,30.28564278400006","64018141","R","48","453","002208","4000"
"124307","12613 Belcara Place in, Austin, TX, ","Match","Exact","12613 BELCARA PL, AUSTIN, TX, 78732","-97.91142571099994,30.348192306000044","624860394","R","48","453","001760","1022"
"10659","1773 Wells Branch Pkwy in, Austin, TX, ","Match","Exact","1773 WELLS BRANCH PKWY, AUSTIN, TX, 78728","-97.67406743699996,30.436430253000026","641658793","L","48","453","001863","2012"
"100331","1200 Vargas in, Austin, TX, ","Match","Non_Exact","1200 VARGAS RD, AUSTIN, TX, 78741","-97.69629661199997,30.23057520100008","63949294","R","48","453","002312","1011"
"113661","8403 Cedar Elm in, Austin, TX, ","Match","Non_Exact","8403 CEDAR ELM TRL, AUSTIN, TX, 78735","-97.88546519699997,30.250996732000033","635282310","R","48","453","001908","2013"
"88488","12900 No. I-35 Svc Rd Sb in, Austin, TX, ","No_Match"
"133270","2330 E 2Nd in, Austin, TX, ","No_Match"
"93828","2901 South Capital Of Texas Highway in, Austin, TX, ","Match","Exact","2901 S CAPITAL OF TEXAS HWY, AUSTIN, TX, 78746","-97.81052975299997,30.256025273000034","641806113","L","48","453","001910","3019"
"72901","9312 Sprinkle Rd in, Travis, TX, ","No_Match"
"23978","5212 Avenue H in, Austin, TX, ","Match","Exact","5212 AVE H, AUSTIN, TX, 78751","-97.71999318699994,30.315969150000058","63931825","L","48","453","000305","1003"
"63198","6012 Wagon Bend in, Austin, TX, ","Match","Non_Exact","6012 WAGON BEND TRL, AUSTIN, TX, 78744","-97.76009939499994,30.193213162000063","63949838","R","48","453","002412","3009"
"66221","2309 Berkeley Ave in, Austin, TX, ","Match","Exact","2309 BERKELEY AVE, AUSTIN, TX, 78745","-97.80637754799994,30.209605365000073","63938989","L","48","453","001713","1013"
"136302","6910 Colony Loop in, Austin, TX, ","Match","Non_Exact","6910 COLONY LOOP DR, AUSTIN, TX, 78724","-97.64004181599995,30.300371142000074","63951923","L","48","453","002202","1003"
"42232","111 Hergolz Ln in, Austin, TX, ","No_Match"
"121272","10234 Research in, Austin, TX, ","Match","Non_Exact","10234 RESEARCH BLVD, AUSTIN, TX, 78759","-97.74681294799996,30.395197410000037","637873890","L","48","453","001722","2007"
"99125","6504 Santos St in, Austin, TX, ","Match","Exact","6504 SANTOS ST, AUSTIN, TX, 78741","-97.69938698099998,30.22799471500008","63949273","L","48","453","002312","1013"
"66228","2121 Dickson Dr in, Austin, TX, ","Match","Exact","2121 DICKSON DR, AUSTIN, TX, 78704","-97.78037805199995,30.24573677500007","63943671","L","48","453","001901","3018"
"47927","4532 Clawson Rd. in, Austin, TX, ","Match","Exact","4532 CLAWSON RD, AUSTIN, TX, 78745","-97.78691884799997,30.22403031400006","63944031","R","48","453","002002","1006"
"30255","6312 El Mirando St in, Austin, TX, ","No_Match"
"54243","6100 Kasper in, Austin, TX, ","Match","Non_Exact","6100 KASPER ST, AUSTIN, TX, 78741","-97.70562493499995,30.226989454000034","63949245","L","48","453","002318","2010"
"30251","4632 Mont Blanc Dr in, Travis, TX, ","No_Match"
"7","415 East Mary Street in, Austin, TX, ","No_Match"
"4975","5811 Whitebrook Dr. in, Austin, TX, ","Match","Exact","5811 WHITEBROOK DR, AUSTIN, TX, 78724","-97.65443746699998,30.305313632000036","63951793","R","48","453","002201","2012"
"133286","4743 Castleman Dr in, Travis, TX, ","No_Match"
"126959","15508 Sarah'S Creek in, Pflugerville, TX, ","Match","Non_Exact","15508 SARAH'S CREEK DR, PFLUGERVILLE, TX, 78660","-97.65749807699996,30.44647932600003","64005033","R","48","453","001840","3008"
"43555","212 & Doorbell Dr in, Travis, TX, ","No_Match"
"17269","1605 E 38Th 1/2 St in, Austin, TX, ","Match","Non_Exact","1605 E 38TH 1/2 ST, AUSTIN, TX, 78722","-97.71438972499999,30.292159576000074","63947407","R","48","453","000401","1008"
"17262","200 W 4Th St in, Austin, TX, ","Tie"
"18594","2101 Jesse E Segovia St in, Austin, TX, ","Match","Exact","2101 JESSE E SEGOVIA ST, AUSTIN, TX, 78702","-97.72479715699995,30.24988133100004","63948596","R","48","453","001000","4009"
"87170","2106 E Stassney in, Austin, TX, ","No_Match"
"138974","4529 Hwy 71 in, Austin, TX, ","No_Match"
"42221","3438 Jfk in, Travis, TX, ","No_Match"
"137645","904 E Monroe St in, Austin, TX, ","Tie"
"81867","904 Fieldwood Dr#B in, Austin, TX, ","No_Match"
"42226","8837 N Plaza in, Austin, TX, ","No_Match"
"54250","11605 Buckingham Rd in, Austin, TX, ","Match","Exact","11605 BUCKINGHAM RD, AUSTIN, TX, 78759","-97.77282769299995,30.42808172100007","63925878","R","48","453","001756","1014"
"59944","2109 Callingwood Dr in, Austin, TX, ","Match","Exact","2109 CALLINGWOOD DR, AUSTIN, TX, 78754","-97.64973791399996,30.373828927000034","624799137","L","48","453","001834","2009"
"79555","9700 E Riverside Dr in, Austin, TX, ","No_Match"
"60930","514 Montopolis in, Austin, TX, ","Match","Non_Exact","514 MONTOPOLIS DR, AUSTIN, TX, 78741","-97.69373928799996,30.24014581700004","63949128","R","48","453","002317","1009"
"29248","5201 Ross Rd in Del, Valle, TX, ","No_Match"
"10638","6400 Kennelworth Dr in, Austin, TX, ","Match","Non_Exact","6400 KENILWORTH DR, AUSTIN, TX, 78723","-97.68702357399997,30.31570145200004","63934942","L","48","453","002112","1010"
"54256","11507 Maha Loop in, Austin, TX, ","Match","Non_Exact","11507 MAHA LOOP RD, AUSTIN, TX, 78719","-97.68032841199994,30.093595463000042","627308248","R","48","453","002436","1024"
"113640","10248 Old Lockhart Rd in, Austin, TX, ","No_Match"
"93848","14100 Thermal Dr in, Austin, TX, ","Match","Exact","14100 THERMAL DR, AUSTIN, TX, 78728","-97.67636250299995,30.433229164000068","641658611","L","48","453","001863","1001"
"58617","9909 North Lamar in, Austin, TX, ","Match","Non_Exact","9909 N LAMAR BLVD, AUSTIN, TX, 78753","-97.69397501399999,30.368440288000045","63930810","R","48","453","001823","3007"
"72904","11098 Fitzhugh Rd in, Austin, TX, ","Match","Exact","11098 FITZHUGH RD, AUSTIN, TX, 78736","-97.96185712499994,30.225802120000026","642148278","L","48","453","001768","1008"
"58619","6207 Wier Hills Rd in, Austin, TX, ","Match","Exact","6207 WIER HILLS RD, AUSTIN, TX, 78735","-97.88147213399998,30.249482525000076","649002155","L","48","453","001908","2018"
"47900","1938 Holly Hill Street in, Austin, TX, ","Match","Non_Exact","1938 HOLLY HILL DR, AUSTIN, TX, 78746","-97.79901996999996,30.260397140000066","63938423","R","48","453","001910","3012"
"22625","3801 Speedway in, Austin, TX, ","Match","Exact","3801 SPEEDWAY, AUSTIN, TX, 78751","-97.73350605999997,30.30058858900003","63945558","R","48","453","000302","5024"
"67573","5603 Hollow Blance Court in, Austin, TX, ","No_Match"
"87160","11129 Seay St in, Travis, TX, ","No_Match"
"102990","3005 South Lamar in, Austin, TX, ","Match","Non_Exact","3005 S LAMAR BLVD, AUSTIN, TX, 78704","-97.78275533099998,30.243350332000034","616094025","L","48","453","002004","1001"
"93842","6403 Woodhue in, Austin, TX, ","Match","Non_Exact","6403 WOODHUE DR, AUSTIN, TX, 78745","-97.79625521799994,30.204312042000026","63940476","L","48","453","002409","3006"
"17272","1707 Aggie Ln in, Austin, TX, ","Match","Exact","1707 AGGIE LN, AUSTIN, TX, 78757","-97.72654376899999,30.347856533000027","63931224","L","48","453","001504","3015"
"108290","4803 Flicker Cv in, Austin, TX, ","Match","Exact","4803 FLICKER COVE, AUSTIN, TX, 78744","-97.74751869999994,30.185916950000035","63950180","R","48","453","002412","2009"
"38192","601 E St Johns in, Austin, TX, ","No_Match"
"38193","2215 Post Rd in, Austin, TX, ","No_Match"
"60934","8401 Colony Loop Dr in, Austin, TX, ","Match","Exact","8401 COLONY LOOP DR, AUSTIN, TX, 78724","-97.62763365099994,30.295348224000065","63952302","R","48","453","002202","2007"
"55596","2100 Barton Springs Rd in, Austin, TX, ","No_Match"
"121246","15600 Lariat Trl in, Travis, TX, ","No_Match"
"78213","8204 Colony Loop in, Austin, TX, ","Match","Non_Exact","8204 COLONY LOOP DR, AUSTIN, TX, 78724","-97.62861816499998,30.297228165000035","63952300","L","48","453","002202","2001"
"81865","23500 Windy Valley in, Leander, TX, ","Match","Non_Exact","23500 WINDY VALLEY RD, LEANDER, TX, 78641","-97.95826254199994,30.57781946500006","64084805","R","48","453","001766","3014"
"54264","8300 Blk Colony Loop in, Austin, TX, ","Match","Non_Exact","8300 COLONY LOOP DR, AUSTIN, TX, 78724","-97.62801746099996,30.296101976000045","63952300","L","48","453","002202","2001"
"59950","7800 Northcrest #102 in, Austin, TX, ","Match","Non_Exact","7800 NORTHCREST BLVD, AUSTIN, TX, 78752","-97.70648655699995,30.34241347300008","63982455","L","48","453","001804","2006"
"2333","7598 Chevy Chase Dr in, Austin, TX, ","Match","Exact","7598 CHEVY CHASE DR, AUSTIN, TX, 78752","-97.70457783799998,30.339919879000036","64022155","L","48","453","001804","1002"
"102983","2601 Hoeke Lane in, Austin, TX, ","Match","Exact","2601 HOEKE LN, AUSTIN, TX, 78744","-97.68868060199998,30.213927050000052","64015150","L","48","453","002431","2009"
"78218","609 Kawanee Dr in, Austin, TX, ","Match","Non_Exact","609 KAWNEE DR, AUSTIN, TX, 78752","-97.71545674399994,30.336611196000035","63931323","L","48","453","001503","2000"
"11970","7201 Woodhollow Dr in, Austin, TX, ","Match","Non_Exact","7201 WOOD HOLLOW DR, AUSTIN, TX, 78731","-97.75128920299994,30.356407084000068","64023756","R","48","453","001752","1000"
"67586","7006 Bronco Ct in, Travis, TX, ","No_Match"
"18572","4312 Speedway Ave in, Austin, TX, ","Match","Non_Exact","4312 SPEEDWAY, AUSTIN, TX, 78751","-97.72970715899999,30.30663753300007","63945532","L","48","453","000302","1007"
"135886","12511 Fm 1625 in, Travis, TX, ","No_Match"
"80559","904 Fieldwood Dr#A in, Austin, TX, ","No_Match"
"124352","13015 Irby Pass in, Austin, TX, ","Match","Exact","13015 IRBY PASS, AUSTIN, TX, 78729","-97.75888193799994,30.448241505000055","126471696","R","48","491","020410","3000"
"78241","228 Camperdown Elm Dr in, Austin, TX, ","Match","Exact","228 CAMPERDOWN ELM DR, AUSTIN, TX, 78748","-97.80205361299994,30.154647685000043","638301769","L","48","453","002421","2000"
"142184","6611 Hergotz Ln in, Austin, TX, ","Match","Exact","6611 HERGOTZ LN, AUSTIN, TX, 78742","-97.68463771699999,30.245242069000028","620794851","R","48","453","002310","2030"
"42207","1300 Mckie in, Austin, TX, ","Tie"
"58634","1705 Melissa Oaks Ln in, Austin, TX, ","Match","Exact","1705 MELISSA OAKS LN, AUSTIN, TX, 78744","-97.78405486299994,30.159250333000045","625265848","L","48","453","002425","1000"
"79576","900 Broken Feather Trail in, Pflugerville, TX, ","Match","Exact","900 BROKEN FEATHER TRL, PFLUGERVILLE, TX, 78660","-97.64031795499994,30.436535080000056","647955248","L","48","453","001841","1016"
"10614","6941 Felipe Dr in, Austin, TX, ","Match","Exact","6941 FELIPE DR, AUSTIN, TX, 78747","-97.73705721599998,30.153152326000054","64006715","R","48","453","002426","1057"
"80561","4212 Boatwright Cove in, Austin, TX, ","Match","Exact","4212 BOATWRIGHT COVE, AUSTIN, TX, 78725","-97.58616903199999,30.24155300700005","63961994","L","48","453","002207","2041"
"58631","1515 Wickersham Ln in, Austin, TX, ","Match","Exact","1515 WICKERSHAM LN, AUSTIN, TX, 78741","-97.71799751099996,30.236344388000077","64016034","R","48","453","002318","1005"
