Index_ID,Address,City,State,Zipcode
116062,1604 Red Fox in,Austin,TX,
85475,10512 Plains Trail in,Austin,TX,
12182,2600 Gracy Farms in,Austin,TX,
539,11313 Blairwood in,Austin,TX,
135882,7403 East Riverside in,Austin,TX,
83946,12403 Mellow Meadow in,Austin,TX,
60259,5013 Helfin in,Austin,TX,
84316,1518 Barton Springs in,Austin,TX,
10998,13021 Dessau Rd in,Austin,TX,
80574,3601 S Congress Ave in,Austin,TX,
27220,6905 Providence Avenue in,Austin,TX,
67658,1317 W 10Th in,Austin,TX,
120435,5511 Blue Bluff in,Travis,TX,
21062,5010 Westgate Blvd in,Austin,TX,
18587,1652 E 3Rd St in,Austin,TX,
35724,7300 Texas 71 in,Austin,TX,
114937,12125 Von Quintus Rd in,Travis,TX,
39113,6702 Cannonleague Dr in,Austin,TX,
12814,2408 Rockrige in,Austin,TX,
101707,2004 Petrified Forest in,Austin,TX,
65448,420 W Slaughter in,Austin,TX,
28992,11500 Jollyville Rd in,Austin,TX,
105705,8609 Talyne Chaise Cir in,Austin,TX,
98022,9410 Carson Creek Blvd in Del,Valle,TX,
129803,5210 S Interstate 35 Frontage Rd in,Austin,TX,
37541,5020 Manor Rd #130 in,Austin,TX,
88407,7933 Fm 973 in,Travis,TX,
26806,2321 Teri Rd in,Austin,TX,
76140,14811 Chicadee in,Pflugerville,TX,
17167,12330 Metric Blvd in,Austin,TX,
15028,4000 St Elmo in,Austin,TX,
61935,2504 Sunny Hills Dr in,Austin,TX,
123511,10205 North Lamar in,Austin,TX,
37996,6905 Telluride Trail in,Austin,TX,
136773,501 Woverton Dr in,Austin,TX,
72856,7202 Breezy Pass in,Austin,TX,
105502,6804 Old Lockhart Rd in,Creedmoor,TX,
72298,5701 Ainez in,Austin,TX,
119868,5310 George St. in,Austin,TX,
104513,201 Lavaca St in,Austin,TX,
122135,6502 S 1St in,Austin,TX,
65774,9117 Anderson Mill Rd in,Austin,TX,
96735,1208 Anise Dr in,Austin,TX,
47444,5237 E Hwy 71 in Del,Valle,TX,
91035,7005 Northledge Dr in,Austin,TX,
20537,10505 S Ih 35 in,Austin,TX,
139516,1001 Tayside Dr in,Pflugerville,TX,
79786,21424 Anne Shower Dr in,Travis,TX,
65482,51St And Manor in,Austin,TX,
23260,2903 Skylark in,Austin,TX,
63756,2300 Lakehurst Drive in,Austin,TX,
114078,2222/ Balcones in,Austin,TX,
98584,14801 Earl Grey in,Pflugerville,TX,
882,8714 Fm812 in,Austin,TX,
128251,8310 Annabella Dr in,Austin,TX,
22659,2122 Vanderbilt in,Austin,TX,
8071,601 W. 15Th St in,Austin,TX,
120312,1012 S. Meadows Dr. in,Austin,TX,
68090,3306 Etheredge Dr. in,Travis,TX,
31792,22585 Nameless Rd. in,Travis,TX,
93638,8310 Annabella Dr in,Travis,TX,
43247,7689 Dewau Ln in,Austin,TX,
122498,5009 Lott Ave in,Austin,TX,
18200,1006 E 7Th in,Austin,TX,
27294,38 1/2 St-Ih35 in,Austin,TX,
30683,7715 Hidden View in,Austin,TX,
98741,612 Hackberry in,Austin,TX,
89621,8904 Francia Trl in,Austin,TX,
102064,10000 N. Lamar in,Austin,TX,
89396,1105 N Meadows Dr in,Austin,TX,
74614,183/ I35 in,Austin,TX,
9104,5601 Pinon Vista Dr in,Austin,TX,
140943,8423 Elroy Rd in Del,Valle,TX,
39551,17006 Hayride in Del,Valle,TX,
122733,4718 S 183 in,Austin,TX,
91715,8827 Elroy Rd in,Travis,TX,
137805,51St & Lamar in,Austin,TX,
61483,8300 North Ih 35 in,Austin,TX,
21554,1652 W 6Th St in,Austin,TX,
137671,9100 Waterford Center Blvd in,Austin,TX,
77732,8300 Cross Park in,Austin,TX,
120631,8805 N Plaza Ct in,Austin,TX,
105494,201 Rowland in,Austin,TX,
88008,1195 Angelina St in,Austin,TX,
83666,2402 Burleson Ct Austin in,Austin,TX,
35772,1904 Poquito St in,Austin,TX,
75061,1071 Clayton Ln 1601 in,Austin,TX,
7707,8413 Riverstone Dr #A in,Austin,TX,
49313,7105 Meador Ave in,Austin,TX,
126535,3318 Dolphin Dr in,Austin,TX,
55163,1613 Pine Knoll in,Austin,TX,
86356,2619 Monarch Drive in,Austin,TX,
50382,9Th St And Chiom in,Austin,TX,
49561,2320 Teri Rd in,Austin,TX,
81216,6500 Auburnhill in,Austin,TX,
102466,5400 Springville Ln in,Austin,TX,
99549,8078 Thaxton Rd in,Austin,TX,
130077,8107 Springdale Dr in,Austin,TX,
34846,1555 E Hwy 71 in,Austin,TX,
46063,11504 Humber Cv in Del,Valle,TX,
47301,304 E Ben White Blvd in,Austin,TX,
45825,14304 Richard Walker Blvd in,Austin,TX,
133609,7709 Ranch Rd 620 N in,Austin,TX,
136856,13355 N Us Hwy 183 in,Austin,TX,
37406,9201 Circuit Of The Americas in,Austin,TX,
58671,2801 Well Branch Pwky in,Austin,TX,
82397,3508 Savage Springs Dr in,Austin,TX,
27202,5520 Stuart Cir in,Austin,TX,
102881,13014 Kenswick Dr in,Austin,TX,
117216,5503 Salem Walk in,Austin,TX,
55089,4607 Bolm Rd in,Austin,TX,
64493,2849 Ed Bluestein Blvd in,Austin,TX,
31725,12214 Fay St in,Manor,TX,
25880,10908 Roderick Lawson in,Austin,TX,
67690,8903 Dorella Ln in,Austin,TX,
110038,600 W Carrie Manor St in,Manor,TX,
109440,8238 Research Blvd in,Austin,TX,
126923,10108 Rawhide Trl in,Austin,TX,
129586,1500 Royal Crest in,Austin,TX,
116975,7609 Ponoma Trl in,Austin,TX,
61435,5901 S First in,Austin,TX,
21492,14100 Thermal Drive in,Austin,TX,
69986,12208 Ferrystone Cv in Del,Valle,TX,
92236,1205 Fairbanksdr. in,Austin,TX,
68640,10107 Fm 969 in,Austin,TX,
136023,6500 Champion Grandview in,Austin,TX,
135183,6110 Trade Center Blvd. in,Austin,TX,
23784,8110 Castle Peak in,Austin,TX,
119735,2005 Riverview Dr in,Austin,TX,
21739,1300 Singleton Ave in,Austin,TX,
47589,12724 Collindale Cv in,Austin,TX,
11017,12019 Bastrop St in,Manor,TX,
16805,9401 Capital Of Texas Highway in,Austin,TX,
78259,515 City Park Rd in,Pflugerville,TX,
97011,500 Block East Highway 183 in,Austin,TX,
95652,5300 Jimmy Clay in,Austin,TX,
3890,1700 Burton Dr #401 in,Austin,TX,
105039,1801 Thornberry Road in,Austin,TX,
88598,10701 South Ih35 in,Austin,TX,
123170,2808 Guadalupe St in,Austin,TX,
65932,805 Battle Bend in,Austin,TX,
46624,7216 Meador Ave in,Austin,TX,
54103,1404 Stonethrow Way in,Austin,TX,
3408,7200 Duval Apt 121 in,Austin,TX,
98428,2008 E Stassney Ln in,Austin,TX,
71271,7409 E Riverside Dr in,Austin,TX,
60574,8200 El Dorado Dr in,Austin,TX,
77272,4410 E Riverside Dr in,Austin,TX,
105232,13505 Byrds Nest in,Austin,TX,
112616,2500 Yosemite Dr in,Austin,TX,
37037,7100 Northeast Dr #105 in,Austin,TX,
46040,3118 Windsor Rd in,Austin,TX,
53807,1001 Lipan Trl in,Austin,TX,
101792,8305 Robin #101 in,Austin,TX,
143131,1308 Thornberry Dr in Del,Valle,TX,
7851,12412 Tay Terrace in,Austin,TX,
140043,8305 Roverstone Dr in,Austin,TX,
108713,8305 Riverstone Dr in,Austin,TX,
135906,5402 Northdale Dr. in,Austin,TX,
135057,4509 E St Elmo in,Austin,TX,
96597,13003 Rampart St in,Austin,TX,
47150,312 Bramble Dr in,Austin,TX,
61630,2102 Wagon Crossing in,Austin,TX,
30437,9506 Parkfield Dr in,Austin,TX,
3067,5660 Pinon Vista Dr in,Austin,TX,
98278,2109 Holly St in,Austin,TX,
79227,183 & Airport in,Austin,TX,
5419,7906 El Dorado Dr in,Austin,TX,
114380,520 Montopolis Drive in,Austin,TX,
135118,1904 Bitter Creek Dr in,Austin,TX,
128742,7101 W Highway 71 in,Austin,TX,
117314,1601 Haskell St in,Austin,TX,
5307,7900 Farm To Market Road 1826 in,Austin,TX,
41432,8701 W Parmer Ln in,Austin,TX,
9183,7601 Daffan Ln in,Travis,TX,
100,7619 E Ben White Blvd in,Austin,TX,
4814,7901 Burnet Rd in,Austin,TX,
33831,14813 Branding Iron Pass in,Austin,TX,
103179,2315 Rutland Dr in,Austin,TX,
140303,8210 North Ih 35 in,Austin,TX,
141361,78744 Frederick Ln in,Austin,TX,
129181,1530 Barton Springs in,Austin,TX,
75134,1423 Berene Ave in,Austin,TX,
90157,51St And Lancaster Dr in,Austin,TX,
47568,9201 Rowlands Sayle Rd in,Austin,TX,
132566,912 Kramer Ln in,Austin,TX,
39189,1801 Wells Branch in,Austin,TX,
101435,2015 Cedar Bend in,Austin,TX,
103890,5952 Hammermill Run in,Austin,TX,
132030,702 Tom Kite Dr in,Austin,TX,
114982,213 W Wild Sena in,Austin,TX,
94590,4010 Red Bird Trl in,Travis,TX,
56781,121 Woodward St in,Austin,TX,
85369,1807 W Slaughter Ln in,Austin,TX,
118994,1303 Bob Harrison in,Austin,TX,
70305,507 Delmar in,Austin,TX,
26659,4717 Misty Slope in,Austin,TX,
69900,2102 Willow St in,Austin,TX,
40549,2501 Wickersham Ln - Woodmeade Apartments in,Austin,TX,
89174,20906 Delorio St in,Manor,TX,
8418,410 Cool Springs Way in,Austin,TX,
51506,2307 Dawn Ridge Cir in,Austin,TX,
34744,11621 Maybach in,Travis,TX,
109271,10104 N Lamar Blvd in,Austin,TX,
31753,4511 Lucksinger Lane in,Austin,TX,
93266,12Th St And Airport in,Austin,TX,
80385,14000 Big Sandy Cv in,Travis,TX,
79795,6118 Fairway St in,Austin,TX,
22046,6105 Techni Center Drive in,Austin,TX,
125145,7608 Watson St #B in,Austin,TX,
53396,7711 Eastcrest Dr in,Austin,TX,
90241,3241 Winding Shore Ln in,Pflugerville,TX,
40885,8500 Bluff Springs in,Austin,TX,
9039,1601 E.Slaughter in,Travis,TX,
91333,9201 Circuit Of The Americas in,Travis,TX,
56700,210 Deen Ave in,Austin,TX,
18762,6212 Carnation Terrace in,Austin,TX,
52894,9300 S Ih35 in,Austin,TX,
139874,1133 Map St in,Austin,TX,
18272,2703 E 4Th St in,Austin,TX,
97921,6108 Wheless Cv in,Austin,TX,
49285,7010 Texas 71 in,Travis,TX,
88758,5204 Beryl Oak Drive in,Austin,TX,
43818,11413 Tom Sassman Rd in,Austin,TX,
723,1107 Lambie in,Austin,TX,
12653,7107 Brodie Ln in,Austin,TX,
41708,4500 S Interstate 35 in,Austin,TX,
130081,7607 Blessing Ave in,Austin,TX,
24085,1605 Spinel Rd in,Austin,TX,
2187,1901 W William Cannon Dr in,Austin,TX,
115896,10203 Longhorn Skyway in,Travis,TX,
111872,1803 E Anderson Ln. in,Austin,TX,
55242,1630 Wells Branch Pkwy in,Austin,TX,
124626,21001 Sandy Brown Ln in,Webberville,TX,
112892,6807 Blue Dawn Trl in,Austin,TX,
23271,7314 Gaines Mill Ln in,Austin,TX,
97845,907 Slaughter Lane in,Austin,TX,
105062,2421 Chateau Village Way in,Austin,TX,
117267,1819 Creole in,Austin,TX,
20206,3220 Duval Rd in,Austin,TX,
52502,808 Nile St in,Austin,TX,
116931,9300 Meadow Vale in,Austin,TX,
66415,1004 Hermitage Dr in,Austin,TX,
65658,1601 E Slaughter Ln in,Austin,TX,
119733,8310 N Capital Tx Hwy in,Austin,TX,
48668,4100 Victory Dr. in,Austin,TX,
133380,9059 Galewood Dr in,Austin,TX,
65508,6518 Pevensy Dr in,Austin,TX,
76753,4203 Tecace Trl in,Austin,TX,
25324,1708 in,Austin,TX,
93136,8071 N Lamar Blvd in,Austin,TX,
2880,13104 Viento Del Sur St in,Travis,TX,
62140,12609 Dessau in,Austin,TX,
39308,4500 U.S. 183 in,Austin,TX,
124038,26 Juniper Berry Ln in,Lakeway,TX,
36005,12211 Old Stage Trl in,Austin,TX,
27015,1917 Hearthstone in,Austin,TX,
1451,4600 Kind Way in,Travis,TX,
117431,91217 Lowden Ln in,Travis,TX,
108062,23107 Fulkes Ln in,Travis,TX,
75150,601 East 15Th St in,Austin,TX,
13401,2305 Park Ln. in,Travis,TX,
10940,1824 Bitter Creek Dr in,Austin,TX,
111081,3001 Oak Springs Rd in,Austin,TX,
59410,844 Airprt Blvd in,Austin,TX,
37452,8901 Pointer Lane in,Austin,TX,
70984,8308 Rockwood in,Austin,TX,
53678,1030 Norwood Park in,Austin,TX,
13040,5801 Ainez Dr (Dove Springs Park) in,Austin,TX,
25269,1605 Mckinley Ave. in,Austin,TX,
98170,15609 Us Hwy 290 E in,Travis,TX,
95179,45065 Felicity Ln in,Austin,TX,
141141,4501 Leslie Ave in,Austin,TX,
16653,2101 Jesse E. Segovia St (Fiesta Gardens) in,Austin,TX,
43350,5016 Navarro Creek in,Travis,TX,
94400,2800 Whirlaway in,Travis,TX,
7623,620 And Anderson Mill in,Austin,TX,
130466,2203 Blue Meadow Dr in,Austin,TX,
64343,4804 Loyola Ln #118 in,Austin,TX,
128195,600 W Carie Manor in,Manor,TX,
127768,8400 Linden Lp in,Travis,TX,
3715,4704 Louis Ave. in,Austin,TX,
128899,9206 Quail Rock Cir in,Austin,TX,
21187,1700 E Martin Luther King Jr & Salina in,Austin,TX,
36082,11008 Short Springs in,Austin,TX,
24464,6505 Bluff Springs Rd in,Austin,TX,
62702,7209 Lake Charles Dr in,Austin,TX,
37120,7304 Twin Crest Dr in,Austin,TX,
111640,1210 Cedar Ave in,Austin,TX,
30917,8601 Anderson Mill Dr in,Austin,TX,
17810,2515 Dovemeadow in,Austin,TX,
76027,4711 Creekbend Dr in,Austin,TX,
95034,8013 Colton Bluff in,Travis,TX,
22770,8900 Coulver Rd in,Travis,TX,
3568,4723 Castleman Dr in,Austin,TX,
112411,712 Fletcher St in,Austin,TX,
55062,10300 Taylor Lane in,Travis,TX,
18635,4404 Quicksilver Blvd in,Austin,TX,
117700,8617 Minot Cir in,Austin,TX,
92698,9202 Collinfield Dr. in,Austin,TX,
72796,1405 Glencrest in,Austin,TX,
8480,11407 Marshall Street in,Manor,TX,
89920,3200 Goodwin Ave in,Austin,TX,
75597,8410 Beech Street in,Austin,TX,
49776,6804 N Catpitol Of Texas Hwy #613 in,Austin,TX,
109810,14912 Fagerquist Rd in Del,Valle,TX,
23821,2001 Barton Springs Rd in,Austin,TX,
118575,606 W Slaughter Ln in,Austin,TX,
95113,1425 Wheatfall in,Austin,TX,
109895,2308 Wirtz Ave in,Austin,TX,
110940,209 Paleface Point #6 in,Travis,TX,
74413,6Th/San Antonio in,Austin,TX,
56380,2805 Linville Ridge Lane in,Pflugerville,TX,
58883,6801 Baythorne in,Austin,TX,
3722,4803 S. 183 in,Travis,TX,
1944,2212 Santa Rita in,Austin,TX,
97371,4405 Dovewood in,Austin,TX,
38824,2901 Parker in,Austin,TX,
127012,8401 Garcreek A in,Austin,TX,
112053,1800 21St St in,Austin,TX,
131304,8305 Steamline Cir in,Austin,TX,
126108,2600 Lake Austin Blvd in,Austin,TX,
131951,9022 Elroy Rd in,Travis,TX,
82719,3400 N Crispin Hill Ln in,Travis,TX,
109359,1434 Wells Branch Pkwy in,Pflugerville,TX,
5227,51St/ I35 in,Austin,TX,
49563,3301 Scott Dr Unit H in,Travis,TX,
52363,4703 Blue Meadow in,Austin,TX,
46963,1800 E 21St St in,Austin,TX,
20533,2300 Wagon Crossing in,Austin,TX,
104382,504 W 51St St in,Austin,TX,
82396,4810 Cottonwood St in,Austin,TX,
42121,2007 Kramer Ln in,Austin,TX,
100568,1630 W Wells Branch Pkwy in,Austin,TX,
129963,4601 Gillis in,Austin,TX,
35010,11537 Arbroath in,Austin,TX,
132624,10001 Faylin in,Austin,TX,
53759,3005 Crownover in,Travis,TX,
50262,13000 81 in,Travis,TX,
5314,5560 El Molino Cir in Del,Valle,TX,
123532,7009 South 1Ih N35 #113 in,Austin,TX,
139096,2501 West William Cannon Dr in,Austin,TX,
95906,9701 Airline Dr in,Austin,TX,
36804,8903 Pointer Lane in,Austin,TX,
70004,7205 Dougherty in,Austin,TX,
109770,6203 N Capital Of Texas Hwy in,Austin,TX,
55177,2004 Singing Brook in,Austin,TX,
139815,4508 Belfield Ln in,Austin,TX,
140310,2909 Balfour Falls Ln in,Austin,TX,
59893,9329 Northgate Blvd in,Austin,TX,
64186,1103 Richardine St in,Austin,TX,
126387,12829 Noche Clara in Del,Valle,TX,
19242,183 & Thunder Creek in,Austin,TX,
116961,615 Cardinal Ln in,Austin,TX,
85762,6002 Boxcar Run in,Austin,TX,
67493,2600 Scofield Ridge Pkwy in,Austin,TX,
50287,7311Chisos Pass in,Austin,TX,
113396,510 East 41St St in,Austin,TX,
42341,1100 Brodie St in,Austin,TX,
83261,10804 Mc Angus Rd in,Austin,TX,
43099,3317 Savage Springs in,Austin,TX,
35029,7204 Shelton in,Austin,TX,
29494,3914 Becker Ave in,Austin,TX,
3069,1101 Brushy Creek Rd in Cedar,Park,TX,
108424,9311 Brandts Wood Street in,Austin,TX,
20617,17720 Powder Creek Dr in,Manor,TX,
82263,3606 Southridge Dr in,Austin,TX,
108363,5107 Manchaca Rd in,Austin,TX,
114426,6813 Savanna Canyon Dr in,Travis,TX,
35413,6407 Springdale Rd in,Austin,TX,
20828,416 W 11Th St in,Austin,TX,
118961,63108 Wheless Cv in,Austin,TX,
5179,553 Robert E. Lee in,Austin,TX,
94597,1301 Spyglass Drive in,Austin,TX,
84621,40 N Ih 35 - Towers Of Town Lake Condominiums in,Austin,TX,
12587,600 Tudorhouse in,Travis,TX,
26182,1505 Melissa Oaks Ln in,Austin,TX,
111409,1906 Pearl St in,Austin,TX,
117911,51St/Manor in,Austin,TX,
115944,2100 Barton Springs in,Austin,TX,
85040,18228 Skysail Dr in,Manor,TX,
118892,15300 Springhill Ln in,Pflugerville,TX,
128215,1173 Lott Ave in,Austin,TX,
63422,8706 Merridian Oaks Ln in,Austin,TX,
133696,10607 Golden Quail Dr in,Austin,TX,
6989,4603 Commercial Park Dr in,Austin,TX,
34480,12Th St And Lavaca St in,Austin,TX,
102303,4803 Commercial Park Dr in,Austin,TX,
22428,1315 Wilson Heights in,Austin,TX,
48497,9900 Brasher Dr in,Austin,TX,
115076,7200 Flynn Cir in,Austin,TX,
71752,8519 Cahill in,Austin,TX,
1047,7010 Texas 71 in,Austin,TX,
18146,2102 Stafford St in,Austin,TX,
103250,414 Thompson Lane in,Austin,TX,
121641,1950 Webberville Rd in,Austin,TX,
15367,7112 Hillcroft Dr in,Austin,TX,
13769,2347 Douglas Street in,Austin,TX,
10330,1729 Wooten Park Dr #104 in,Austin,TX,
76743,1602 Center Point Ln in,Austin,TX,
27038,3814 Southway Dr #104 in,Austin,TX,
56884,2401 Lakeshore Blvd in,Austin,TX,
113546,2Nd St And Comal in,Austin,TX,
49516,118 Bluff Park Cir in,Travis,TX,
123365,1500 North Railroad Avenue in,Pflugerville,TX,
85644,8943 Martin Ln in,Travis,TX,
2451,3427 Parker Lane in,Austin,TX,
58107,1016 Camino La Costa in,Austin,TX,
65983,2508 E Riverside Dr in,Austin,TX,
19176,4609 Quicksilver Blvd in,Austin,TX,
103531,2801 Inridge Ln. in,Austin,TX,
116394,3607 Pevetoe in,Austin,TX,
25791,2302 East Willam Cannon in,Austin,TX,
107966,2101 Wickersham in,Austin,TX,
124493,736 Patchway Lane in,Austin,TX,
50267,5602 Hudson St in,Austin,TX,
87386,1008 Wagon Trl in,Austin,TX,
68290,"8552 N, 2104 in",Austin,TX,
53895,7610 Blessing Ave in,Austin,TX,
38201,4805 Santa Anna St in,Austin,TX,
55926,2614 Howellwood Way in,Austin,TX,
37605,2207 Bristol Dr in,Austin,TX,
136334,10701 Marshitas Way in,Austin,TX,
62756,6617 Piedras Blanco Dr in,Austin,TX,
52494,7301 Singleton Bend in,Austin,TX,
13140,7511 Shadywood Dr in,Austin,TX,
128047,17308 Albert Voelker Rd in,Travis,TX,
134920,401 Little Texas in,Austin,TX,
118447,5112 Glissman B in,Austin,TX,
95892,22608 Deidra Dr in,Austin,TX,
139311,5206 Village Trail in,Austin,TX,
105362,7132 Texas 71 in,Austin,TX,
125765,9405 Brodie Lane in,Austin,TX,
71308,2003 Belford Dr in,Austin,TX,
45540,5200 Bolm Road in,Austin,TX,
47030,917 E 50Th St in,Austin,TX,
28688,12010 Ranch Road 620 N in,Austin,TX,
89868,1901 Crossing Place in,Austin,TX,
74238,5317 Park At Woodlands Dr in,Austin,TX,
29328,4400 Button Bend Circle in,Austin,TX,
17668,210 B E Croslin Street in,Austin,TX,
123408,4214 Gillis St in,Austin,TX,
105554,1633 Royal Crest Dr 78741 in,Austin,TX,
120035,3002 Ellon Rd in Del,Valle,TX,
21746,1109 Bluebonnet in,Austin,TX,
95467,1000 E 11Th St in,Austin,TX,
78525,45Th And Caswell in,Austin,TX,
61218,409 E William Cannon Dr in,Austin,TX,
3259,4501 Sherwyn in,Austin,TX,
33456,9100 Waterford Centre Blvd in,Austin,TX,
133889,7227 E Hwy 290 #4204 in,Austin,TX,
99958,13324 Coomes Dr in Del,Valle,TX,
69757,14014 Hymill in,Pflugerville,TX,
117729,5401 E Mlk Blvd in,Austin,TX,
97155,12225 Hwy 290 in,Austin,TX,
65027,14820 Hamilton Pool Rd in,Austin,TX,
62508,1111 Bluebonnet in,Austin,TX,
48491,7400 Ih 35 Country Inn in,Austin,TX,
38313,2206 Blue Meadow Dr in,Austin,TX,
126246,4906 Birch Creek in,Austin,TX,
125999,3401 S I H 35 in,Austin,TX,
715,8515 S Ih 35 Apt 6225 in,Austin,TX,
78427,2004 Kirksey Dr in,Austin,TX,
101679,1109 Altum St. in,Austin,TX,
40625,1706 Fair Oaks Dr. in,Austin,TX,
96165,6409 Williamson in,Creedmoor,TX,
80384,4912 Fort Clark Dr. in,Austin,TX,
88556,2402 San Gabriel in,Austin,TX,
124123,1603 E Oltorf St in,Austin,TX,
95322,1305 East 3Rd Street in,Austin,TX,
80819,6613 Hergotz in,Austin,TX,
95193,3440 Willowrun Dr in,Austin,TX,
104516,13539 Wyoming Dr in,Austin,TX,
33789,1102 Manlove in,Austin,TX,
61546,4701 Teri Rd in,Austin,TX,
130974,4107 River Road in,Travis,TX,
97735,7607 Rutgers Ave. in,Austin,TX,
101599,701 Woodward in,Austin,TX,
137365,14300 Farm To Market 969 in,Austin,TX,
