112326,"2106 Bitter Creek Dr in, Austin, TX,",Match,Exact,"2106 BITTER CREEK DR, AUSTIN, TX, 78744","-97.76306684799994,30.184559526000044",63949872,L,48,453,2427,4001
137628,"8415 A Fathom Cir in, Austin, TX,",Match,Exact,"8415 FATHOM CIR, AUSTIN, TX, 78750","-97.77885026899997,30.43486858600005",64094863,L,48,453,1782,1001
43571,"1700 Webberwood in, Travis, TX,",No_Match,,,,,,,,,
21308,"1805 True Cove in, Austin, TX,",Match,Exact,"1805 TRUE COVE, AUSTIN, TX, 78748","-97.82948083699995,30.162624780000044",64005929,L,48,453,1748,2047
60904,"20315 Ed Acklen Rd in, Manor, TX,",Match,Non_Exact,"20315 ED ACKLIN RD, MANOR, TX, 78653","-97.49662573099994,30.279010379000056",64123727,L,48,453,2210,2010
46607,"4607 Lyons Road in, Austin, TX,",Match,Exact,"4607 LYONS RD, AUSTIN, TX, 78702","-97.69812434699998,30.260311823000052",63948132,R,48,453,2111,2002
100339,"3717 N Fm620 in, Travis, TX,",No_Match,,,,,,,,,
124304,"6111 Hudson St in, Austin, TX,",Match,Exact,"6111 HUDSON ST, AUSTIN, TX, 78721","-97.67353370599994,30.27086492500007",63951614,R,48,453,2110,1031
3631,"12345 Alamea Trace Cir in, Austin, TX,",Match,Non_Exact,"12345 ALAMEDA TRACE CIR, AUSTIN, TX, 78727","-97.74832126999996,30.429388166000024",641805582,R,48,453,1786,1002
136300,"9618 Manchaca Rd in, Austin, TX,",Match,Exact,"9618 MANCHACA RD, AUSTIN, TX, 78748","-97.82272469999998,30.175826291000078",63975533,R,48,453,1747,1003
63180,"1117 Estes Avenue in, Austin, TX,",Match,Exact,"1117 ESTES AVE, AUSTIN, TX, 78721","-97.68485723699996,30.267877111000075",63951650,R,48,453,2110,2017
29260,"9909 Lorado Dr in, Austin, TX,",Match,Exact,"9909 LORADO DR, AUSTIN, TX, 78725","-97.63391378599994,30.25716794600004",63952456,R,48,453,2207,2078
67554,"12123 Boardwalk in, Austin, TX,",Match,Non_Exact,"12123 BOARDWALK DR, AUSTIN, TX, 78729","-97.78368960499995,30.443417758000066",620007606,R,48,491,20406,2015
88470,"5125 Convict Hill in, Austin, TX,",Match,Non_Exact,"5125 CONVICT HILL RD, AUSTIN, TX, 78749","-97.85462995999995,30.218947463000063",63978705,L,48,453,1738,5001
96096,"7200 Easy Wind Dr in, Austin, TX,",Match,Exact,"7200 EASY WIND DR, AUSTIN, TX, 78752","-97.71887138299996,30.340844736000065",640824316,R,48,453,1504,1011
43569,"703 Grafonts Trail in, Austin, TX,",No_Match,,,,,,,,,
47924,"7500 Forest Wood in, Austin, TX,",Match,Non_Exact,"7500 FOREST WOOD RD, AUSTIN, TX, 78745","-97.80188019799999,30.19239421800006",63940555,R,48,453,2424,1007
47925,"11413 Darrin Ln in, Travis, TX,",No_Match,,,,,,,,,
