Index_ID,Address,City,State,Zipcode
118781,2000 Woodward in,Austin,TX,
139144,2421 Equestrian Trl in,Austin,TX,
85606,18304 River Timber Dr in Del,Valle,TX,
62483,1103 Valdez St in,Austin,TX,
114763,5411 Gregg Ln in,Manor,TX,
104648,7806 Persimmon Trail in,Austin,TX,
17195,12921 Noche Clara in,Travis,TX,
115549,1811 W 36Th St in,Austin,TX,
106876,7000 Woodhue in,Austin,TX,
89411,11800 Metric Blvd in,Austin,TX,
52232,9709 Arberdeen in,Austin,TX,
91831,4710 Broadhill in,Austin,TX,
68431,11901 Hobby Horse Ct in,Austin,TX,
129949,4416 Alexandria Dr in,Austin,TX,
53283,2490 Town Lake Circle in,Austin,TX,
15105,1307 Fort Branch Blvd in,Austin,TX,
74432,2500 Spring Lane in,Austin,TX,
28074,6011 Pino in,Austin,TX,
35314,13421 Alysheba Dr in,Travis,TX,
136193,2009 Airport Blvd in,Austin,TX,
132364,400 Parsons in,Manor,TX,
82241,8007 Clydesdale in,Austin,TX,
17669,11132 Currin Ln in,Austin,TX,
11817,7806 Persimmon Trl in,Austin,TX,
97929,10300 E 290 in,Travis,TX,
129144,5937 Abby Ann in,Austin,TX,
63586,7014 Asbury in,Austin,TX,
73861,7507 Compass Drive in,Austin,TX,
134633,8330 Linden Rd in Del,Valle,TX,
51856,6409 Berkman Dr in,Austin,TX,
60932,1205 Sweet Leaf Ln in,Travis,TX,
122731,8601 Anderson Mill Rd 1414 in,Austin,TX,
8997,9314 N Lamar Blvd in,Austin,TX,
67893,9422 Brown Ln in,Austin,TX,
34613,7801 N Lamar Blvd in,Austin,TX,
43660,2406 Riddle Rd in,Austin,TX,
133069,2414 Forest Ave in,Austin,TX,
68605,11507 Loweswater Ln in,Austin,TX,
85036,500 E Stassney Ln in,Austin,TX,
116494,6109 Richardson Ln in,Austin,TX,
116665,10702 Daryl in,Austin,TX,
100174,9309 Tea Rose Trl in,Austin,TX,
90171,10301 Ranch Rd 2222 in,Austin,TX,
16837,13604 Pine Arbor Trail in,Manor,TX,
112326,2106 Bitter Creek Dr in,Austin,TX,
135982,15300 Spring Hill Ln in,Austin,TX,
32541,708 E 47Th in,Austin,TX,
49510,6104 Jfk Dr in,Travis,TX,
12761,505 Barton Springs in,Austin,TX,
19559,6009 Jfk Dr in,Travis,TX,
129789,19021 Mangan Way in,Travis,TX,
12318,2934 Eckert St in,Austin,TX,
40655,8406 Garcreek Cir in,Austin,TX,
72535,404 Corral De Tierra in,Travis,TX,
59071,1908 Gracy Farms Ln in,Austin,TX,
92702,2611 Bee Caves in,Austin,TX,
62831,6800 Mc Neil St in,Austin,TX,
105516,2206 Delcrest Dr in,Austin,TX,
63824,20911 Fm 969 in,Travis,TX,
121881,500 Bastrop in,Austin,TX,
142012,5313 Ed Bluestein Blvd in,Austin,TX,
102781,4021 Steck Ave #313 in,Austin,TX,
114390,12406 Blue Water Cir in,Austin,TX,
32461,96 San Marcos St in,Austin,TX,
78942,13742 Bee Cave Pkwy in,Travis,TX,
4419,7800 Shoal Creek Blvd in,Austin,TX,
120837,3755 S Capital Of Texas Hwy in,Austin,TX,
39005,10028 Woodland Village Dr in,Austin,TX,
50181,1719 Hillcrest Lane in,Austin,TX,
141762,12922 Dwight Eisenhower St in,Manor,TX,
99667,2920 Fleet Drive in,Austin,TX,
97667,20212 N Fm 973 in,Travis,TX,
124501,10112 Big Thicket Drive in,Austin,TX,
82421,1000 W Riverside in,Austin,TX,
86590,16917 High Noon Rd in,Travis,TX,
92957,15004 Brown Bluff Cir in,Travis,TX,
22801,5707 Blythewood in,Austin,TX,
57728,9811 Copper Creek Dr in,Austin,TX,
117825,6305 Bexton in,Austin,TX,
30213,913 Callelimon St in,Austin,TX,
63257,5546 Pine Pl in,Austin,TX,
47676,8415 Riverstone in,Austin,TX,
81943,5700 Levander Loop in,Austin,TX,
29260,9909 Lorado Dr in,Austin,TX,
35923,5300 Apple Orchard Ln in,Austin,TX,
17525,7600 Timber Hills Dr in Del,Valle,TX,
124271,2306 Wickersham in,Austin,TX,
94455,101 Lakeway Dr in,Lakeway,TX,
112974,9501 N Fm 620 in,Austin,TX,
136659,4905 Hudson Bend Rd in,Austin,TX,
87511,4726 Palisade Drive in,Austin,TX,
129007,1508 E Yager Ln in,Austin,TX,
45341,6710 Loyola Ln in,Austin,TX,
43746,4502 Hudson Bend in,Travis,TX,
28091,803 Holly Bluff in,Austin,TX,
73685,5000 Blue Bluff in,Austin,TX,
28857,3302 Hycreek Rd in,Austin,TX,
45536,10000 Burnet Rd in,Austin,TX,
129072,1008 Reinli St in,Austin,TX,
11926,51 St in,Austin,TX,
132773,1503 Rutland in,Austin,TX,
62314,12311 Thompkins Dr in,Austin,TX,
69714,2817 Castro St in,Austin,TX,
2632,5005 Manor in,Austin,TX,
69776,1104 Norwood Park in,Austin,TX,
142672,11919 Manchaca Rd in,Austin,TX,
18407,5404 Ponciana Dr in,Austin,TX,
34502,9100 Balcones Club Dr in,Austin,TX,
51526,909 Cripple Creek in,Austin,TX,
73896,3801 W 35Th Street in,Austin,TX,
90635,1125 Shady Ln in,Austin,TX,
24691,3905 Caney Creek Rd in,Austin,TX,
20210,1010 Webberville Rd in,Austin,TX,
85790,18832 Mangan Way in,Travis,TX,
31073,25Th St in,Austin,TX,
19800,907 Wagon Trail in,Austin,TX,
12180,8044 Exchange Dr #1302 in,Austin,TX,
45552,1116 Desert Willow Loop in,Austin,TX,
63127,495 W 33Rd St in,Austin,TX,
45397,303 Colorado Street in,Austin,TX,
97729,13301 Estate Cir in,Austin,TX,
74078,4208 Duval Rd in,Austin,TX,
134788,2443 E State Hwy 71 Service Rd in Del,Valle,TX,
88958,2206 S 5Th St in,Austin,TX,
75400,1000 Rio Grande St in,Austin,TX,
136433,3115 Tx 71 in Del,Valle,TX,
122673,7206 Eganhill in,Austin,TX,
42935,7206 Egan Hill in,Austin,TX,
31668,7206 Egan Hills in,Austin,TX,
69794,6302 Manor Road in,Austin,TX,
53967,500 Powell Cir in,Austin,TX,
90264,906 East 38 And A Half St in,Austin,TX,
55979,1700 Block Of Broadmoor in,Austin,TX,
76869,13300 Breve in,Travis,TX,
59389,16412 Parkway Drive in,Travis,TX,
66925,7604 Bellflower in,Austin,TX,
66830,14219 Littig Rd in,Manor,TX,
84866,12703 Silver Creed Dr in,Austin,TX,
97449,9411 N Lamar Blvd in,Austin,TX,
117524,2812 Beach Plum in,Travis,TX,
139215,1605 E Riverside Dr in,Austin,TX,
38382,11901 Swearingen Dr in,Austin,TX,
54589,5611 Overbrook Dr in,Austin,TX,
63822,2237 East Riverside Dr in,Austin,TX,
136000,11605 Poplar Cove in,Austin,TX,
38829,201 Etta Place in,Austin,TX,
128993,6422 S Hwy 183 in,Austin,TX,
114607,14305 Nestle in,Travis,TX,
143205,1605 Meander in,Austin,TX,
103235,49Th And Ave F in,Austin,TX,
12014,14300 Tandem #261 in,Pflugerville,TX,
